CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward
1682889338209;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.279301, -0.003642, 0.960197);2;0.2718217;16.2;-0.2;;(0.279301, -0.003641, 0.960197)
1682889338214;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.281637, -0.003576, 0.959514);2;0.3112351;16.4;-0.2;;(0.281637, -0.003576, 0.959514)
1682889338219;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.283993, -0.003528, 0.958820);2;0.3351242;16.5;-0.2;;(0.283993, -0.003528, 0.958820)
1682889338224;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.286214, -0.003530, 0.958159);2;0.330866;16.6;-0.2;;(0.286214, -0.003530, 0.958159)
1682889338229;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.288375, -0.003545, 0.957511);2;0.3613965;16.8;-0.2;;(0.288375, -0.003545, 0.957511)
1682889338234;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.290295, -0.003580, 0.956931);2;0.4330133;16.9;-0.2;;(0.290295, -0.003580, 0.956931)
1682889338240;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.292893, -0.003642, 0.956138);2;0.3826404;17.0;-0.2;;(0.292893, -0.003642, 0.956138)
1682889338245;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.295257, -0.003717, 0.955411);2;0.486163;17.2;-0.2;;(0.295257, -0.003717, 0.955411)
1682889338250;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.297399, -0.003800, 0.954746);2;0.4955754;17.3;-0.2;;(0.297399, -0.003800, 0.954746)
1682889338255;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.299591, -0.003888, 0.954060);2;0.4946436;17.4;-0.2;;(0.299591, -0.003888, 0.954060)
1682889338260;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.302323, -0.003925, 0.953197);2;0.483368;17.6;-0.2;;(0.302323, -0.003925, 0.953197)
1682889338265;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.304805, -0.003955, 0.952407);2;0.5013397;17.7;-0.2;;(0.304805, -0.003955, 0.952407)
1682889338270;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.306893, -0.004007, 0.951736);2;0.5169483;17.9;-0.2;;(0.306893, -0.004007, 0.951736)
1682889338275;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.308803, -0.004113, 0.951117);2;0.5402067;18.0;-0.2;;(0.308803, -0.004113, 0.951117)
1682889338280;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.310579, -0.004205, 0.950538);2;0.5894466;18.1;-0.3;;(0.310579, -0.004205, 0.950538)
1682889338285;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.312534, -0.004313, 0.949897);2;0.5875707;18.2;-0.3;;(0.312534, -0.004313, 0.949897)
1682889338290;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.314597, -0.004481, 0.949215);2;0.5957186;18.3;-0.3;;(0.314597, -0.004481, 0.949215)
1682889338295;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.317307, -0.004697, 0.948311);2;0.5492817;18.5;-0.3;;(0.317307, -0.004697, 0.948311)
1682889338300;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.319978, -0.004897, 0.947412);2;0.5592969;18.7;-0.3;;(0.319978, -0.004897, 0.947412)
1682889338305;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.322739, -0.005128, 0.946474);2;0.5435023;18.8;-0.3;;(0.322739, -0.005128, 0.946474)
1682889338310;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.325444, -0.005377, 0.945546);2;0.5347027;19.0;-0.3;;(0.325444, -0.005377, 0.945546)
1682889338315;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.327758, -0.005574, 0.944745);2;0.5553938;19.1;-0.3;;(0.327758, -0.005574, 0.944745)
1682889338320;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.330172, -0.005655, 0.943904);2;0.5364045;19.3;-0.3;;(0.330172, -0.005655, 0.943904)
1682889338325;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.332312, -0.005698, 0.943152);2;0.5475231;19.4;-0.3;;(0.332312, -0.005698, 0.943152)
1682889338330;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.334188, -0.005739, 0.942489);2;0.5503482;19.5;-0.3;;(0.334188, -0.005739, 0.942489)
1682889338335;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.335653, -0.005756, 0.941968);2;0.6234878;19.6;-0.4;;(0.335653, -0.005756, 0.941968)
1682889338340;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.337225, -0.005427, 0.941409);2;0.5363837;19.7;-0.3;;(0.337225, -0.005427, 0.941409)
1682889338345;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.338259, -0.005219, 0.941039);2;0.5330606;19.8;-0.3;;(0.338259, -0.005219, 0.941039)
1682889338350;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.339668, -0.005039, 0.940532);2;0.5232037;19.9;-0.3;;(0.339668, -0.005039, 0.940532)
1682889338355;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.341526, -0.004993, 0.939859);2;0.5150803;20.0;-0.3;;(0.341526, -0.004993, 0.939859)
1682889338360;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.339024, -0.003217, 0.940772);2;0.01525075;19.8;-0.2;;(0.339024, -0.003217, 0.940772)
1682889338365;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.336131, 0.003032, 0.941811);2;0;19.6;0.2;;(0.336131, 0.003032, 0.941811)
1682889338370;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.333697, 0.016128, 0.942542);2;0;19.5;1.0;;(0.333697, 0.016128, 0.942542)
1682889338375;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.332256, 0.028766, 0.942751);2;0;19.4;1.7;;(0.332256, 0.028766, 0.942751)
1682889338380;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.330708, 0.043682, 0.942722);2;0;19.3;2.7;;(0.330708, 0.043682, 0.942722)
1682889338385;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.327284, 0.057769, 0.943159);2;0;19.1;3.5;;(0.327284, 0.057769, 0.943159)
1682889338390;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.323300, 0.069634, 0.943731);2;0;18.9;4.2;;(0.323300, 0.069634, 0.943731)
1682889338395;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.318979, 0.078604, 0.944497);2;0;18.7;4.8;;(0.318979, 0.078604, 0.944497)
1682889338400;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.314112, 0.085797, 0.945501);2;0;18.4;5.2;;(0.314112, 0.085797, 0.945501)
1682889338405;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.311809, 0.089913, 0.945881);2;0;18.2;5.4;;(0.311809, 0.089913, 0.945881)
1682889338410;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.308901, 0.093348, 0.946502);2;0;18.1;5.6;;(0.308901, 0.093348, 0.946502)
1682889338415;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.307083, 0.097040, 0.946722);2;0;18.0;5.9;;(0.307083, 0.097040, 0.946722)
1682889338420;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.305353, 0.099940, 0.946980);2;0;17.9;6.0;;(0.305353, 0.099940, 0.946980)
1682889338425;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.303939, 0.102111, 0.947203);2;0;17.8;6.2;;(0.303939, 0.102111, 0.947203)
1682889338430;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.300728, 0.102849, 0.948148);2;0;17.6;6.2;;(0.300728, 0.102849, 0.948148)
1682889338435;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.299241, 0.104546, 0.948433);2;0;17.5;6.3;;(0.299241, 0.104546, 0.948433)
1682889338440;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.298003, 0.105933, 0.948669);2;0;17.4;6.4;;(0.298003, 0.105933, 0.948669)
1682889338445;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.300408, 0.110730, 0.947362);2;0;17.6;6.7;;(0.300408, 0.110730, 0.947362)
1682889338450;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.297187, 0.112998, 0.948109);2;0;17.4;6.8;;(0.297187, 0.112998, 0.948109)
1682889338455;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.289279, 0.125993, 0.948917);2;0;17.0;7.6;;(0.289279, 0.125993, 0.948917)
1682889338460;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.285345, 0.136207, 0.948697);2;0;16.7;8.2;;(0.285345, 0.136207, 0.948697)
1682889338465;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.282823, 0.157235, 0.946197);2;0;16.6;9.4;;(0.282823, 0.157235, 0.946197)
1682889338470;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.281871, 0.172263, 0.943861);2;0;16.6;10.3;;(0.281871, 0.172263, 0.943861)
1682889338475;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.281398, 0.183313, 0.941919);2;0;16.6;11.0;;(0.281398, 0.183313, 0.941919)
1682889338480;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.277985, 0.186401, 0.942326);2;0;16.4;11.2;;(0.277985, 0.186401, 0.942326)
1682889338485;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.275822, 0.187928, 0.942659);2;0;16.3;11.3;;(0.275822, 0.187928, 0.942659)
1682889338490;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.276434, 0.193569, 0.941337);2;0;16.4;11.6;;(0.276434, 0.193569, 0.941337)
1682889338495;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.276839, 0.198444, 0.940202);2;0;16.4;11.9;;(0.276839, 0.198444, 0.940202)
1682889338500;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.277254, 0.201953, 0.939332);2;0;16.4;12.1;;(0.277254, 0.201953, 0.939332)
1682889338505;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.277355, 0.205130, 0.938614);2;0;16.5;12.3;;(0.277355, 0.205130, 0.938614)
1682889338510;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.277300, 0.208443, 0.937900);2;0;16.5;12.5;;(0.277300, 0.208443, 0.937900)
1682889338515;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.277306, 0.211803, 0.937145);2;0;16.5;12.7;;(0.277306, 0.211803, 0.937145)
1682889338520;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.277167, 0.214510, 0.936570);2;0;16.5;12.9;;(0.277167, 0.214510, 0.936570)
1682889338525;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.277173, 0.216986, 0.935998);2;0;16.5;13.1;;(0.277173, 0.216986, 0.935998)
1682889338530;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.275768, 0.214287, 0.937034);2;0;16.4;12.9;;(0.275768, 0.214287, 0.937034)
1682889338535;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.274134, 0.212294, 0.937967);2;0;16.3;12.8;;(0.274134, 0.212294, 0.937967)
1682889338540;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.272563, 0.210595, 0.938807);2;0;16.2;12.6;;(0.272563, 0.210595, 0.938807)
1682889338545;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.270819, 0.209925, 0.939462);2;0;16.1;12.6;;(0.270819, 0.209925, 0.939462)
1682889338550;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.269164, 0.209564, 0.940018);2;0;16.0;12.6;;(0.269164, 0.209564, 0.940018)
1682889338555;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.267813, 0.209035, 0.940521);2;0;15.9;12.5;;(0.267813, 0.209035, 0.940521)
1682889338560;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.268862, 0.211458, 0.939680);2;0;16.0;12.7;;(0.268862, 0.211458, 0.939680)
1682889338565;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.267572, 0.210798, 0.940197);2;0;15.9;12.6;;(0.267572, 0.210798, 0.940197)
1682889338570;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.268346, 0.212474, 0.939599);2;0;15.9;12.7;;(0.268346, 0.212474, 0.939599)
1682889338575;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.268963, 0.214439, 0.938975);2;0;16.0;12.9;;(0.268963, 0.214439, 0.938975)
1682889338580;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.269342, 0.216410, 0.938415);2;0;16.0;13.0;;(0.269342, 0.216410, 0.938415)
1682889338585;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.268053, 0.215791, 0.938926);2;0;15.9;12.9;;(0.268053, 0.215791, 0.938926)
1682889338590;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.268339, 0.217269, 0.938503);2;0;16.0;13.0;;(0.268339, 0.217269, 0.938503)
1682889338595;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.268688, 0.219307, 0.937929);2;0;16.0;13.2;;(0.268688, 0.219307, 0.937929)
1682889338600;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.269142, 0.221632, 0.937252);2;0;16.0;13.3;;(0.269142, 0.221632, 0.937252)
1682889338605;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.268320, 0.220568, 0.937739);2;0;16.0;13.2;;(0.268320, 0.220568, 0.937739)
1682889338610;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.268458, 0.222643, 0.937209);2;0;16.0;13.4;;(0.268458, 0.222643, 0.937209)
1682889338615;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.268537, 0.225120, 0.936594);2;0;16.0;13.5;;(0.268537, 0.225120, 0.936594)
1682889338620;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.267320, 0.224492, 0.937093);2;0;15.9;13.5;;(0.267320, 0.224492, 0.937093)
1682889338625;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.267264, 0.226366, 0.936658);2;0;15.9;13.6;;(0.267264, 0.226366, 0.936658)
1682889338630;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.267265, 0.228392, 0.936166);2;0;15.9;13.7;;(0.267265, 0.228392, 0.936166)
1682889338635;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.266272, 0.228209, 0.936493);2;0;15.9;13.7;;(0.266272, 0.228209, 0.936493)
1682889338640;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.265362, 0.228601, 0.936656);2;0;15.8;13.7;;(0.265362, 0.228601, 0.936656)
1682889338645;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.265701, 0.231322, 0.935892);2;0;15.8;13.9;;(0.265701, 0.231322, 0.935892)
1682889338650;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.265432, 0.232996, 0.935553);2;0;15.8;14.0;;(0.265432, 0.232996, 0.935553)
1682889338655;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.264796, 0.233015, 0.935728);2;0;15.8;14.0;;(0.264796, 0.233015, 0.935728)
1682889338660;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.265537, 0.238218, 0.934207);2;0;15.9;14.3;;(0.265537, 0.238218, 0.934207)
1682889338665;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.265791, 0.243247, 0.932838);2;0;15.9;14.6;;(0.265791, 0.243247, 0.932838)
1682889338670;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.265702, 0.244572, 0.932516);2;0;15.9;14.7;;(0.265702, 0.244572, 0.932516)
1682889338675;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.265619, 0.245323, 0.932343);2;0;15.9;14.7;;(0.265619, 0.245323, 0.932343)
1682889338680;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.266115, 0.248588, 0.931336);2;0;15.9;14.9;;(0.266115, 0.248588, 0.931336)
1682889338685;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.267045, 0.251892, 0.930181);2;0;16.0;15.2;;(0.267045, 0.251892, 0.930181)
1682889338690;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.267176, 0.253284, 0.929766);2;0;16.0;15.2;;(0.267176, 0.253284, 0.929766)
1682889338695;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.267566, 0.260544, 0.927645);2;0;16.1;15.7;;(0.267566, 0.260544, 0.927645)
1682889338700;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.269932, 0.269828, 0.924300);2;0;16.3;16.3;;(0.269932, 0.269828, 0.924300)
1682889338705;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.270235, 0.274374, 0.922872);2;0;16.3;16.6;;(0.270235, 0.274374, 0.922872)
1682889338710;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.272972, 0.282560, 0.919590);2;0;16.5;17.1;;(0.272972, 0.282560, 0.919590)
1682889338715;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.272955, 0.285376, 0.918726);2;0;16.5;17.3;;(0.272955, 0.285376, 0.918726)
1682889338720;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.275031, 0.292036, 0.916009);2;0;16.7;17.7;;(0.275031, 0.292036, 0.916009)
1682889338725;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.274144, 0.293382, 0.915845);2;0;16.7;17.8;;(0.274144, 0.293382, 0.915845)
1682889338730;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.273485, 0.295223, 0.915450);2;0;16.6;17.9;;(0.273485, 0.295223, 0.915450)
1682889338735;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.272928, 0.296291, 0.915272);2;0;16.6;17.9;;(0.272928, 0.296291, 0.915272)
1682889338740;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.271694, 0.288220, 0.918211);2;0;16.5;17.4;;(0.271694, 0.288220, 0.918211)
1682889338745;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.271355, 0.291376, 0.917315);2;0;16.5;17.6;;(0.271355, 0.291376, 0.917315)
1682889338750;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.271025, 0.294516, 0.916409);2;0;16.5;17.8;;(0.271025, 0.294516, 0.916409)
1682889338755;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.270686, 0.297627, 0.915504);2;0;16.5;18.0;;(0.270686, 0.297627, 0.915504)
1682889338760;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.270341, 0.300482, 0.914673);2;0;16.5;18.2;;(0.270341, 0.300482, 0.914673)
1682889338765;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.270009, 0.303016, 0.913935);2;0;16.5;18.3;;(0.270009, 0.303016, 0.913935)
1682889338770;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.269688, 0.305301, 0.913269);2;0;16.5;18.5;;(0.269688, 0.305301, 0.913269)
1682889338775;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.269400, 0.307168, 0.912727);2;0;16.4;18.6;;(0.269400, 0.307168, 0.912727)
1682889338780;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.269162, 0.308999, 0.912180);2;0;16.4;18.7;;(0.269162, 0.308999, 0.912180)
1682889338785;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.268975, 0.311122, 0.911513);2;0;16.4;18.8;;(0.268975, 0.311122, 0.911513)
1682889338790;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.268855, 0.311758, 0.911331);2;0;16.4;18.9;;(0.268855, 0.311758, 0.911331)
1682889338795;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.269191, 0.313419, 0.910662);2;0;16.5;19.0;;(0.269191, 0.313419, 0.910662)
1682889338800;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.269023, 0.312321, 0.911088);2;0;16.5;18.9;;(0.269023, 0.312321, 0.911088)
1682889338805;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.266160, 0.307911, 0.913428);2;0;16.2;18.6;;(0.266160, 0.307911, 0.913428)
1682889338810;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.266989, 0.310354, 0.912358);2;0;16.3;18.8;;(0.266989, 0.310354, 0.912358)
1682889338815;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.267295, 0.313482, 0.911198);2;0;16.3;19.0;;(0.267295, 0.313482, 0.911198)
1682889338820;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.267310, 0.314122, 0.910974);2;0;16.4;19.0;;(0.267310, 0.314122, 0.910974)
1682889338825;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.267336, 0.314964, 0.910675);2;0;16.4;19.1;;(0.267336, 0.314964, 0.910675)
1682889338830;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.268095, 0.317154, 0.909691);2;0;16.4;19.2;;(0.268095, 0.317154, 0.909691)
1682889338835;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.268022, 0.317033, 0.909755);2;0;16.4;19.2;;(0.268022, 0.317033, 0.909755)
1682889338840;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.267906, 0.317228, 0.909721);2;0;16.4;19.2;;(0.267906, 0.317228, 0.909721)
1682889338845;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.267632, 0.317356, 0.909757);2;0;16.4;19.2;;(0.267632, 0.317356, 0.909757)
1682889338850;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.267649, 0.318025, 0.909519);2;0;16.4;19.3;;(0.267649, 0.318025, 0.909519)
1682889338855;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.267670, 0.318787, 0.909246);2;0;16.4;19.3;;(0.267670, 0.318787, 0.909246)
1682889338860;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.267614, 0.319591, 0.908980);2;0;16.4;19.4;;(0.267614, 0.319591, 0.908980)
1682889338865;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.267515, 0.320477, 0.908697);2;0;16.4;19.4;;(0.267515, 0.320477, 0.908697)
1682889338870;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.265710, 0.317975, 0.910105);2;0;16.3;19.3;;(0.265710, 0.317975, 0.910105)
1682889338875;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.265090, 0.318394, 0.910139);2;0;16.2;19.3;;(0.265090, 0.318394, 0.910139)
1682889338880;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.261090, 0.317182, 0.911717);2;0;16.0;19.2;;(0.261090, 0.317182, 0.911717)
1682889338885;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.260803, 0.317546, 0.911672);2;0;16.0;19.2;;(0.260803, 0.317546, 0.911672)
1682889338890;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.262241, 0.319829, 0.910461);2;0;16.1;19.4;;(0.262241, 0.319829, 0.910461)
1682889338895;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.256250, 0.318964, 0.912468);2;0;15.7;19.3;;(0.256250, 0.318964, 0.912468)
1682889338900;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.256765, 0.319256, 0.912221);2;0;15.7;19.3;;(0.256765, 0.319256, 0.912221)
