CaptureTime;HeadsetPos;HeadsetRotation;CombinedGazeForward;FocusDistance;FocusStability;CalcXEccentricity;CalcYEccentricity;LeftForward;RightForward
1682889339790;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.184321, 0.341447, 0.921651);2;0;11.3;20.3;;(0.184321, 0.341447, 0.921651)
1682889339800;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.190447, 0.346220, 0.918620);2;0;11.7;20.7;;(0.190447, 0.346220, 0.918620)
1682889339805;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.193715, 0.347447, 0.917472);2;0;11.9;20.7;;(0.193715, 0.347447, 0.917472)
1682889339810;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.188674, 0.345171, 0.919380);2;0;11.6;20.6;;(0.188674, 0.345171, 0.919380)
1682889339815;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.183917, 0.342538, 0.921326);2;0;11.3;20.4;;(0.183917, 0.342538, 0.921326)
1682889339820;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.179551, 0.339967, 0.923138);2;0;11.0;20.2;;(0.179551, 0.339967, 0.923138)
1682889339825;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.175724, 0.337658, 0.924721);2;0;10.8;20.1;;(0.175724, 0.337658, 0.924721)
1682889339830;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.172710, 0.335587, 0.926041);2;0;10.6;19.9;;(0.172710, 0.335587, 0.926041)
1682889339835;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.170532, 0.334070, 0.926993);2;0;10.4;19.8;;(0.170532, 0.334070, 0.926993)
1682889339840;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.168837, 0.332678, 0.927804);2;0;10.3;19.7;;(0.168837, 0.332678, 0.927804)
1682889339845;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.167543, 0.331897, 0.928318);2;0;10.2;19.7;;(0.167543, 0.331897, 0.928318)
1682889339850;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.166526, 0.331526, 0.928633);2;0;10.2;19.6;;(0.166526, 0.331526, 0.928633)
1682889339855;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.165911, 0.331463, 0.928766);2;0;10.1;19.6;;(0.165911, 0.331463, 0.928766)
1682889339860;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.165456, 0.331270, 0.928916);2;0;10.1;19.6;;(0.165456, 0.331270, 0.928916)
1682889339865;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.165004, 0.331108, 0.929054);2;0;10.1;19.6;;(0.165004, 0.331108, 0.929054)
1682889339870;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.164692, 0.331169, 0.929088);2;0;10.1;19.6;;(0.164692, 0.331169, 0.929088)
1682889339875;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.164477, 0.331114, 0.929145);2;0;10.0;19.6;;(0.164477, 0.331114, 0.929145)
1682889339880;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.164214, 0.331070, 0.929207);2;0;10.0;19.6;;(0.164214, 0.331070, 0.929207)
1682889339885;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.163660, 0.330866, 0.929378);2;0;10.0;19.6;;(0.163660, 0.330866, 0.929378)
1682889339890;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.162723, 0.330531, 0.929661);2;0;9.9;19.6;;(0.162723, 0.330531, 0.929661)
1682889339895;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.162184, 0.329889, 0.929984);2;0;9.9;19.5;;(0.162184, 0.329889, 0.929984)
1682889339900;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.161837, 0.329048, 0.930342);2;0;9.9;19.5;;(0.161837, 0.329048, 0.930342)
1682889339905;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.161358, 0.328032, 0.930784);2;0.7825666;9.8;19.4;;(0.161358, 0.328032, 0.930784)
1682889339910;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.161124, 0.326829, 0.931248);2;0.7673278;9.8;19.3;;(0.161124, 0.326829, 0.931248)
1682889339915;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.161227, 0.325947, 0.931539);2;0.7330587;9.8;19.3;;(0.161227, 0.325947, 0.931539)
1682889339920;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.161438, 0.325344, 0.931713);2;0.7174454;9.8;19.2;;(0.161438, 0.325344, 0.931713)
1682889339925;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.161632, 0.324664, 0.931917);2;0.7095966;9.8;19.2;;(0.161632, 0.324664, 0.931917)
1682889339930;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.161702, 0.323966, 0.932147);2;0.7213582;9.8;19.2;;(0.161702, 0.323966, 0.932147)
1682889339935;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.164637, 0.326498, 0.930749);2;0;10.0;19.3;;(0.164637, 0.326498, 0.930749)
1682889339940;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.170793, 0.328065, 0.929087);2;0;10.4;19.4;;(0.170793, 0.328065, 0.929087)
1682889339945;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.169996, 0.327595, 0.929399);2;0;10.4;19.4;;(0.169996, 0.327595, 0.929399)
1682889339950;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.169573, 0.327203, 0.929615);2;0;10.3;19.4;;(0.169573, 0.327203, 0.929615)
1682889339955;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.169629, 0.327025, 0.929667);2;0;10.3;19.4;;(0.169629, 0.327025, 0.929667)
1682889339960;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.169568, 0.326814, 0.929752);2;0;10.3;19.4;;(0.169568, 0.326814, 0.929752)
1682889339965;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.169341, 0.326412, 0.929935);2;0;10.3;19.3;;(0.169341, 0.326412, 0.929935)
1682889339970;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.169065, 0.325866, 0.930177);2;0;10.3;19.3;;(0.169065, 0.325866, 0.930177)
1682889339975;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.168797, 0.325353, 0.930405);2;0;10.3;19.3;;(0.168797, 0.325353, 0.930405)
1682889339980;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.168596, 0.324900, 0.930600);2;0;10.3;19.2;;(0.168596, 0.324900, 0.930600)
1682889339985;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.168379, 0.324608, 0.930741);2;0;10.3;19.2;;(0.168379, 0.324608, 0.930741)
1682889339990;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.168203, 0.324282, 0.930886);2;0;10.2;19.2;;(0.168203, 0.324282, 0.930886)
1682889339995;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.168009, 0.323887, 0.931059);2;0;10.2;19.2;;(0.168009, 0.323887, 0.931059)
1682889340000;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.166278, 0.323630, 0.931459);2;0;10.1;19.2;;(0.166278, 0.323630, 0.931459)
1682889340005;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.169739, 0.327624, 0.929436);2;0;10.3;19.4;;(0.169739, 0.327624, 0.929436)
1682889340010;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.173954, 0.330287, 0.927713);2;0;10.6;19.6;;(0.173954, 0.330287, 0.927713)
1682889340015;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.178418, 0.332601, 0.926037);2;0;10.9;19.8;;(0.178418, 0.332601, 0.926037)
1682889340020;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.174972, 0.330675, 0.927383);2;0;10.7;19.6;;(0.174972, 0.330675, 0.927383)
1682889340025;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.173677, 0.329563, 0.928022);2;0;10.6;19.6;;(0.173677, 0.329563, 0.928022)
1682889340030;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.170705, 0.328566, 0.928926);2;0;10.4;19.5;;(0.170705, 0.328566, 0.928926)
1682889340035;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.166191, 0.326916, 0.930326);2;0;10.1;19.4;;(0.166191, 0.326916, 0.930326)
1682889340040;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.161233, 0.324899, 0.931904);2;0;9.8;19.2;;(0.161233, 0.324899, 0.931904)
1682889340045;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.165095, 0.326570, 0.930643);2;0;10.1;19.3;;(0.165095, 0.326570, 0.930643)
1682889340050;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.159781, 0.325394, 0.931981);2;0;9.7;19.2;;(0.159781, 0.325394, 0.931981)
1682889340055;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.154775, 0.324199, 0.933242);2;0;9.4;19.2;;(0.154775, 0.324199, 0.933242)
1682889340060;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.151209, 0.322340, 0.934469);2;0;9.2;19.0;;(0.151209, 0.322340, 0.934469)
1682889340065;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.148627, 0.320465, 0.935528);2;0;9.0;18.9;;(0.148627, 0.320465, 0.935528)
1682889340070;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.146417, 0.318432, 0.936570);2;0;8.9;18.8;;(0.146417, 0.318432, 0.936570)
1682889340075;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.144324, 0.316542, 0.937535);2;0;8.8;18.7;;(0.144324, 0.316542, 0.937535)
1682889340080;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.143113, 0.314827, 0.938298);2;0;8.7;18.5;;(0.143113, 0.314827, 0.938298)
1682889340085;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.142279, 0.313276, 0.938943);2;0;8.6;18.5;;(0.142279, 0.313276, 0.938943)
1682889340090;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.141151, 0.311932, 0.939561);2;0;8.5;18.4;;(0.141151, 0.311932, 0.939561)
1682889340095;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.140204, 0.310821, 0.940071);2;0;8.5;18.3;;(0.140204, 0.310821, 0.940071)
1682889340100;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.146160, 0.315219, 0.937696);2;0;8.9;18.6;;(0.146160, 0.315219, 0.937696)
1682889340105;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.148904, 0.316236, 0.936922);2;0;9.0;18.7;;(0.148904, 0.316236, 0.936922)
1682889340110;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.158247, 0.321625, 0.933550);2;0;9.6;19.0;;(0.158247, 0.321625, 0.933550)
1682889340115;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.165681, 0.324165, 0.931379);2;0;10.1;19.2;;(0.165681, 0.324165, 0.931379)
1682889340120;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.172595, 0.326686, 0.929240);2;0;10.5;19.4;;(0.172595, 0.326686, 0.929240)
1682889340125;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.178610, 0.329054, 0.927266);2;0;10.9;19.5;;(0.178610, 0.329054, 0.927266)
1682889340130;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.183979, 0.331103, 0.925485);2;0;11.2;19.7;;(0.183979, 0.331103, 0.925485)
1682889340135;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.188191, 0.332894, 0.923994);2;0;11.5;19.8;;(0.188191, 0.332894, 0.923994)
1682889340140;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.179012, 0.329927, 0.926878);2;0;10.9;19.6;;(0.179012, 0.329927, 0.926878)
1682889340145;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.174409, 0.328030, 0.928428);2;0;10.6;19.5;;(0.174409, 0.328030, 0.928428)
1682889340150;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.172273, 0.326795, 0.929262);2;0;10.5;19.4;;(0.172273, 0.326795, 0.929262)
1682889340155;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.170197, 0.326254, 0.929834);2;0;10.4;19.3;;(0.170197, 0.326254, 0.929834)
1682889340160;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.166769, 0.325166, 0.930836);2;0;10.2;19.3;;(0.166769, 0.325166, 0.930836)
1682889340165;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.162613, 0.323533, 0.932139);2;0;9.9;19.1;;(0.162613, 0.323533, 0.932139)
1682889340170;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.158351, 0.321647, 0.933525);2;0;9.6;19.0;;(0.158351, 0.321647, 0.933525)
1682889340175;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.154174, 0.319094, 0.935099);2;0;9.4;18.8;;(0.154174, 0.319094, 0.935099)
1682889340180;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.149908, 0.316674, 0.936614);2;0;9.1;18.7;;(0.149908, 0.316674, 0.936614)
1682889340185;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.146653, 0.314997, 0.937694);2;0;8.9;18.6;;(0.146653, 0.314997, 0.937694)
1682889340190;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.143543, 0.313508, 0.938674);2;0;8.7;18.5;;(0.143543, 0.313508, 0.938674)
1682889340195;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.140776, 0.312049, 0.939578);2;0;8.5;18.4;;(0.140776, 0.312049, 0.939578)
1682889340200;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.139361, 0.310880, 0.940177);2;0;8.4;18.3;;(0.139361, 0.310880, 0.940177)
1682889340205;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.137916, 0.310180, 0.940621);2;0;8.3;18.3;;(0.137916, 0.310180, 0.940621)
1682889340210;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.136770, 0.309596, 0.940981);2;0;8.3;18.2;;(0.136770, 0.309596, 0.940981)
1682889340215;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.135859, 0.309107, 0.941273);2;0;8.2;18.2;;(0.135859, 0.309107, 0.941273)
1682889340220;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.135135, 0.308699, 0.941511);2;0;8.2;18.2;;(0.135135, 0.308699, 0.941511)
1682889340225;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.134557, 0.308357, 0.941706);2;0;8.1;18.1;;(0.134557, 0.308357, 0.941706)
1682889340230;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.134094, 0.308069, 0.941866);2;0;8.1;18.1;;(0.134094, 0.308069, 0.941866)
1682889340235;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.133721, 0.307828, 0.941998);2;0.7483384;8.1;18.1;;(0.133721, 0.307828, 0.941998)
1682889340240;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.133419, 0.307623, 0.942108);2;0.8217272;8.1;18.1;;(0.133419, 0.307623, 0.942108)
1682889340275;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.138014, 0.310216, 0.940595);2;0;8.3;18.3;;(0.138014, 0.310216, 0.940595)
1682889340280;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.134216, 0.309468, 0.941390);2;0;8.1;18.2;;(0.134216, 0.309468, 0.941390)
1682889340285;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.130313, 0.308506, 0.942254);2;0;7.9;18.1;;(0.130313, 0.308506, 0.942254)
1682889340290;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.125778, 0.307077, 0.943336);2;0;7.6;18.0;;(0.125778, 0.307077, 0.943336)
1682889340295;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.131343, 0.308403, 0.942145);2;0;7.9;18.1;;(0.131343, 0.308403, 0.942145)
1682889340300;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.132962, 0.309913, 0.941422);2;0;8.0;18.2;;(0.132962, 0.309913, 0.941422)
1682889340305;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.137422, 0.311479, 0.940264);2;0;8.3;18.3;;(0.137422, 0.311479, 0.940264)
1682889340310;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.147180, 0.317896, 0.936633);2;0;8.9;18.7;;(0.147180, 0.317896, 0.936633)
1682889340315;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.157785, 0.324580, 0.932605);2;0;9.6;19.2;;(0.157785, 0.324580, 0.932605)
1682889340320;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.163848, 0.325037, 0.931400);2;0;10.0;19.2;;(0.163848, 0.325037, 0.931400)
1682889340325;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.168627, 0.325232, 0.930478);2;0;10.3;19.3;;(0.168627, 0.325232, 0.930478)
1682889340330;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.172165, 0.325205, 0.929839);2;0;10.5;19.3;;(0.172165, 0.325205, 0.929839)
1682889340335;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.175022, 0.325099, 0.929343);2;0;10.7;19.3;;(0.175022, 0.325099, 0.929343)
1682889340340;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.177249, 0.324970, 0.928966);2;0;10.8;19.3;;(0.177249, 0.324970, 0.928966)
1682889340345;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.183675, 0.329496, 0.926119);2;0;11.2;19.6;;(0.183675, 0.329496, 0.926119)
1682889340350;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.184501, 0.328772, 0.926212);2;0;11.3;19.5;;(0.184501, 0.328772, 0.926212)
1682889340355;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.185024, 0.327983, 0.926387);2;0;11.3;19.5;;(0.185024, 0.327983, 0.926387)
1682889340360;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.185245, 0.327292, 0.926587);2;0;11.3;19.5;;(0.185245, 0.327292, 0.926587)
1682889340365;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.176290, 0.324879, 0.929180);2;0;10.7;19.3;;(0.176290, 0.324879, 0.929180)
1682889340370;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.174095, 0.322943, 0.930268);2;0;10.6;19.1;;(0.174095, 0.322943, 0.930268)
1682889340375;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.167043, 0.319335, 0.932803);2;0;10.2;18.9;;(0.167043, 0.319335, 0.932803)
1682889340380;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.168709, 0.320941, 0.931952);2;0;10.3;19.0;;(0.168709, 0.320941, 0.931952)
1682889340385;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.169839, 0.321904, 0.931414);2;0;10.3;19.1;;(0.169839, 0.321904, 0.931414)
1682889340390;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.170454, 0.321839, 0.931325);2;0;10.4;19.1;;(0.170454, 0.321839, 0.931325)
1682889340395;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.171195, 0.321745, 0.931221);2;0;10.4;19.1;;(0.171195, 0.321745, 0.931221)
1682889340400;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.172055, 0.321661, 0.931092);2;0;10.5;19.1;;(0.172055, 0.321661, 0.931092)
1682889340405;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.175298, 0.323393, 0.929886);2;0;10.7;19.2;;(0.175298, 0.323393, 0.929886)
1682889340410;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.178866, 0.325666, 0.928412);2;0;10.9;19.3;;(0.178866, 0.325666, 0.928412)
1682889340415;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.176175, 0.324278, 0.929412);2;0;10.7;19.2;;(0.176175, 0.324278, 0.929412)
1682889340420;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.176703, 0.325068, 0.929035);2;0;10.8;19.3;;(0.176703, 0.325068, 0.929035)
1682889340425;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.169519, 0.321810, 0.931505);2;0;10.3;19.1;;(0.169519, 0.321810, 0.931505)
1682889340430;(-0.661419, -0.215430, 0.394044);(0.000000, 0.012534, 0.000000, 0.999921);(0.170871, 0.322648, 0.930968);2;0;10.4;19.1;;(0.170871, 0.322648, 0.930968)
